STCODE,FORMAT,FAMILY,GENUS,SPECIES,SSP,VARIETY,AUTHOR,AUTHOR2,COMMON,SYNONYMS,HABITAT,ZONE,ABUNDANCE,ACRONYM
SA002,1,"LEGUMINOSAE","Vicia","americana","","villosa","Muhl.","(Kell.) Hermann","American Vetch","V. californica","Grassy slopes and meadows in open woods.","TSHE to lower ABAM",O,"VIAM"
SA002,1,"LEGUMINOSAE","Vicia","tetrasperma","","","L.","","Slender Vetch, Smooth Tare","","Introduced European species of meadows and roadsides.","TSHE",I,"VITE"
SA002,1,"LILIACEAE","Brodiaea","congesta","","","Smith","","Northern Saitas","","Grassy meadows to rocky, gravelly slopes at lower elevations.","to upper TSHE",I,"BRCO3"
SA002,1,"LILIACEAE","Calochortus","subalpinus","","","Piper","","Mountain Mariposa","C. lobbii, misapplied","Open subalpine slopes.","ABAM",F,"CASU6"
SA002,1,"LILIACEAE","Clintonia","uniflora","","","(Schult.) Kunth.","","Queen's Cup, Bride's Bonnet, Blue Bead","Smilacina borealis var. u., S. u.","Moist, semi-shady places in the forest; foothills to midmontane.","TSHE to ABAM; TSME",F,"CLUN"
SA002,1,"LILIACEAE","Disporum","hookeri","","oreganum","","(Wat.) Jones","Hooker's Fairy-Bell","","Generally moist or shaded wooded areas.","TSHE to lower ABAM",F,"DIHO"
SA002,1,"LILIACEAE","Lilium","columbianum","","","Hanson","","Tiger Lily, Oregon or Columbia Lily","L. parviflorum, L. canadense var. walkeri, L. bakeri, L. purdyi","Meadows, thickets and openings in the forest; up to 6000 ft. elevation.","TSHE to ABAM",F,"LICO4"
SA002,1,"LILIACEAE","Lilium","washingtonianum","","","Kell.","","Washington or Shasta Lily","L. w. vars. purpureum and purpurascens","Open woods to open roadcuts; generally in loamy soil; up to about 5000 ft. elevation.","TSHE to ABAM",O,"LIWA"
SA002,1,"LILIACEAE","Maianthemum","dilatatum","","","(Wood) Nels. & Macbr.","","Beadruby, Deerberry, May Lily, False Lily-of-the-Valley","M. bifolim var. d., Unifolium d., M. b. var. kamtschaticum","Shaded or moist streambanks and open to dense woods; up to about 3500 ft. elevation.","to upper TSHE",I,"MADI2"
SA002,1,"LILIACEAE","Smilacina","racemosa","","","(L.) Desf.","","False Spikenard, Western False Solomon's Seal","S. amplexicaulis, S. r. var. a., S. r. var. brachystyla, Vagnera brachypetala","Shaded to open, moist woods and stream banks; up to middle elevations.","TSHE to lower ABAM",A,"SMRA"
SA002,1,"LILIACEAE","Smilacina","stellata","","","(L.) Desf.","","starry, Star-flowered or Few-flowered False Solomon's Seal","S. sessilifolia, S. s. f. paniculata","Moist woods and streambanks to, rocky, well-drained, often fully exposed slopes; low to middle elevations.","TSHE to mid ABAM; TSME",A,"SMST"
SA002,1,"LILIACEAE","Stenanthium","occidentale","","","Gray","","Western Stenanthium","","Wet cliffs, rock crevices, and moist montane thickets, meadows, and scree;mostly subalpine but occasionally venturing lower.","ABAM",I,"STOC2"
SA002,1,"LILIACEAE","Streptopus","amplexifolius","","americanus","(L.) DC.","Schult.","Clasping-Leaved Twisted-Stalk, Cucumber-Root","S. a. var. grandiflorus","Moist forests, streambanks, and mountain thickets.","TSHE to lower ABAM",F,"STAM"
SA002,1,"LILIACEAE","Streptopus","roseus","","curvipes","Michx.","(Vail) Fassett","Rosy Twisted-Stalk, Simple-Stemmed Twisted-Stalk","S. curvipes","Steambanks and moist montane woods; mostly at 3000-6000 ft. elevation.","mostly ABAM; TSME",F,"STRO"
SA002,1,"LILIACEAE","Tofieldia","glutinosa","","brevistyla","(Michx) Pers.","(Hitchc.) Hitchc.","Sticky Tofieldia","T. g. ssp. b.","Meadows, bogs, and streambanks to subalpine ridges.","upper TSHE to ABAM; TSME",O,"TOGL"
SA002,1,"LILIACEAE","Trillium","ovatum","","","Pursh","","White Trillium, Western Wake-Robin","T. crassifolium, T. scouleri, T. venosum, T. o. var. stenosepalum","Streambanks to moist, open or thick woods; lowland to montane.","TSHE to ABAM; TSME",A,"TROV"
SA002,1,"LILIACEAE","Veratrum","viride","","","Ait.","","American or Green False Hellebore, Indian-Poke","V. eschscholtzii, V. v. var. e., V. v. ssp. e. V. v. var. escholtzianoides","Wet thickets, swamps, and lowland to montane meadows.","ABAM, TSME",F,"VEVI"
SA002,1,"LILIACEAE","Xerophyllum","tenax","","","(Pursh) Nutt.","Nutt.","Indian basketgrass, Western Turkey-Beard, Beargrass","X. douglasii","Open woods and clearings, from lower elevation rocky to mountain meadows.","mid TSHE to ABAM; TSME",A,"XETE"
SA002,1,"LILIACEAE","Zigadenus","venenosus","","gramineus","Wats.","(Rydb.)","Deadly Zigadenus, Meadow Death Camas","Z. g., Z. intermedium","Mountain meadows to open, rocky slopes and ridges.","ABAM",O,"ZIVE"
SA002,1,"LORANTHACEAE","Arceuthobium","campylopodum","","","Engelm. f. tsugensis","(Rosend.) Gill.","Western Dwarf Mistletoe","","Parasitic on Tsuga.","TSHE",,"ARCA6"
SA002,1,"LYCOPODIACEAE","Lycopodium","clavatum","","","L.","","Elk Moss, Ground- or Running Pine, Stag's Horn Moss","","Moist coniferous forests, especially along creeks, and swamps.","TSHE to lower ABAM",O,"LYCL"
SA002,1,"ONAGRACEAE","Circaea","alpina","","","L.","","Enchanter's Nightshade, Circaea","C. pacifica, C. a. var. p.","Cool, damp, often shady woods and along creeks.","TSHE to ABAM",F,"CIAL"
SA002,1,"ONAGRACEAE","Epilobium","alpinum","","alpinum","L.","","Alpine Willow-herb","E. anagallidifolium","Fairly moist, open slopes generally at or above timberline.","ABAM",O,"EPAL"
SA002,1,"ONAGRACEAE","Epilobium","alpinum","","nutans","L.","(Hornem.) Hook.","Alpine Epilobium","E. hornemannii, E. n., E. treleasianum","Moist banks, talus slopes and mountain meadows.","TSHE to ABAM",O,"EPAL"
SA002,1,"ONAGRACEAE","Epilobium","angustifolium","","","L.","","Fireweed, Blooming Sally","","Open places, often on old burns or clearcuts; lowland to high montane.","mid TSHE to ABAM; TSME",A,"EPAN"
SA002,1,"ONAGRACEAE","Epilobium","glaberrimum","","glaberrimum","Barbey","","Smooth Willow-Herb","","Montane in wet places.","upper TSHE to ABAM",O,"EPGL"
SA002,1,"ONAGRACEAE","Epilobium","glandulosum","","glandulosum","Lehm.","","Common Willow-Herb","E. drummondii, E. exaltatum, E. ovatifolium, E. palmeri, E. rubescens, E. sandbergii, E. saximomtanum, E. stramineum","Moist places; mostly midmontane.","upper TSHE to ABAM",O,"EPGL2"
SA002,1,"ONAGRACEAE","Epilobium","luteum","","","Pursh","","Yellow Willow-Herb","E. l. var. lilacinum","Moist soil at middle and higher elevations.","TSHE to ABAM",I,"EPLU"
SA002,1,"ONAGRACEAE","Epilobium","minutum","","","Lindl.","","Small-Flowered Willow-Herb","E. adscendens, Crossostigma lindleyi","Mostly on gravelly, dry soil; lowland to montane.","upper TSHE to ABAM",O,"EPMI"
SA002,1,"ONAGRACEAE","Epilobium","paniculatum","","paniculatum","Nutt.","","Autumn or Tall Annual Willow-Herb","E. adenocladon, E. altissimum, E. apricum, E. fasciculatum, E. hammondi, E. laevicaule, E. subulatum, E. tracyi","Mostly on dry soil in open to wooded areas.","upper TSHE to ABAM; TSME",O,"EPPA"
SA002,1,"ONAGRACEAE","Epilobium","watsonii","","occidentale","Barbey","(Trel.)","Watson's Willow-Herb","E. adenocaulon, E. americanum, E. occidentale, E. perplexans, E. praecox","Mostly where wet, along streambanks; lowland to low mountains.","TSHE to lower ABAM",O,"EPWA"
SA002,1,"ONAGRACEAE","Gayophytum","diffusum","","","T. & G.","","Spreading Groundsmoke","G. eriospermum, G. intermedium, G. lasiospermum, G. d. var parviflorum","Open slopes, mostly on dry, gravelly soil; valleys and foothills to subalpine.","ABAM",O,"GADI"
SA002,1,"ONAGRACEAE","Gayophytum","humile","","","Juss.","","Dwarf Groundsmoke","G. nuttallii, G. pumilum","Dry, open slopes; foothills to medium elevations in the moutains.","lower ABAM on up",O,"GAHU2"
SA002,1,"OPHIOGLOSSACEAE","Botrychium","multifidum","","","(Gmel.) Trevis.","","Leathery Grapefern","B. californicum, B. coulteri, B. occidentale B. silaifolium","Evergreen plant of moist or wet, open to shady places; mid elevations to fairly high montane.","TSHE to lower ABAM",R,"BOMU"
SA002,1,"OPHIOGLOSSACEAE","Botrychium","virginianum","","","(L.) Swartz","","Virginia Grapewort","B. v. var. occidentale","Moist woods and thickets, meadows; valleys to midmontane.","TSHE",R,"BOVI"
SA002,1,"ORCHIDACEAE","Calypso","bulbosa","","","(L.)","Oakes","Fairly-Slipper, Venus-Slipper","C. b. f. occidentalis","Deep, shady, moist forests; up to midmontane.","mainly TSHE to lower ABAM",O,"CABU2"
SA002,1,"ORCHIDACEAE","Corallorhiza","maculata","","","Raf.","","Spotted Coralroot","C. multiflora var. sulphurea, C. leimbachiana, C. hortensis, C. m. var. immaculat","Moist to fairly dry wood, often in the duff.","TSHE to ABAM",F,"COMA3"
SA002,1,"ORCHIDACEAE","Corallorhiza","mertensiana","","","Bong.","","Western or Merten's Coral-Root","C. vencouveriana, C. maculata ssp. m.","Moist, shady forests.","TSHE to ABAM",F,"COME"
SA002,1,"ORCHIDACEAE","Eburophyton","austiniae","","","(Gray) Heller","","Phantom Orchid, Snow Orchid","Cephalanthera oregana","Moist, shady coniferous forest, in deep duff.","TSHE",I,"EBAU"
SA002,1,"ORCHIDACEAE","Goodyera","oblongifolia","","","Raf.","","Western or Giant Rattlesnake-Plantain","G. decipiens G. o. var. reticulata","Dry to moist woods or forests, open to shaded; low to middle elevations.","TSHE to ABAM; TSME",F,"GOOB"
SA002,1,"ORCHIDACEAE","Habenaria","dilatata","","dilatata","(Pursh) Hook.","","White or Boreal Bog-Orchid, Bog Candle","H. gracilis, H. leucostachys var. robusta","Wet to boggy ground in the mountains.","TSHE to lower ABAM",I,"HADI2"
SA002,1,"ORCHIDACEAE","Habenaria","saccata","","","Greene","","Slender Bog-Orchid","H. stricta","Wet to boggy places in the mountains.","ABAM",O,"HASA"
SA002,1,"ORCHIDACEAE","Habenaria","unalascensis","","","(Spreng.) Wats.","","Alaska Rein-Orchid","","Dry woods to gravelly streambanks and open mountain slopes.","TSHE to lower ABAM",O,"HAUN"
SA002,1,"ORCHIDACEAE","Listera","caurina","","","Piper","","Western or Northwestern Twayblade","L. retusa","Moist places; lowland to subalpine.","TSHE to ABAM",F,"LICA3"
SA002,1,"ORCHIDACEAE","Listera","cordata","","","(L.) R. Br.","","Heart-Leaf Listera or Twayblade","L. nephrophylla","Moist to boggy places, occasionally dry, forest floors.","TSHE to lower ABAM",O,"LICO3"
SA002,1,"OROBANCHACEAE","Orobanche","uniflora","","minuta","L.","(Suksd.) Beck","Naked Broomrape","","Parasitic on Saxifragaceae and Sedum, open woods and rocky slopes; low to middle elevation","mid TSHE to ABAM",O,"ORUN"
SA002,1,"OXALIDACEAE","Oxalis","oregana","","","Nutt.","","Oregon Oxalis or Wood Sorrel","","Moist, semi-open woods.","TSHE to lower ABAM",F,"OXOR"
SA002,1,"OXALIDACEAE","Oxalis","suksdorfii","","","Trel.","","Western Yellow Oxalis","O. pumila","Moist woods to rather dry open slopes.","TSHE to lower ABAM",O,"OXSU"
SA002,1,"OXALIDACEAE","Oxalis","trilliifolia","","","Hook.","","Great or Trillium-Leaved Oxalis","","Meadows and moist woods; lower elevations up to 4000-6000 ft.","TSHE to ABAM",,"OXTR"
SA002,1,"PINACEAE","Abies","amabilis","","","(Dougl.) Forbes","","Amabilis, Pacific Silver, Cascade, Lovely, Red, or Silver Fir","A. grandis var. densifolia","Mostly at 1000-4000 ft. elev. but up to 6000 ft.","mid TSHE to ABAM; TSME",F,"ABAM"
SA002,1,"PINACEAE","Abies","grandis","","","(Dougl.) Forbes","","Grand, Lowland, Lowland White, Silver, or Balsam Fir","A. excelsior","From low elevations to about 3000 ft.","mid TSHE to ABAM",F,"ABGR"
SA002,1,"PINACEAE","Abies","lasiocarpa","","","(Hook.) Nutt.","","Alpine, Subalpine, Balsam, or White Balsam Fir","A. balsamea spp. l., A. subalpina var. fallax","Subalpine to alpine slopes; from about 2500 ft. upward.","ABAM, TSME",F,"ABLA2"
SA002,1,"PINACEAE","Abies","lasiocarpa","","arizonica","(Hook) Nutt.","(Merriam) Lemm.","Corkbark Fir","","Introduced plantation in middle elevation clearcut (L202).","",,"ABLA2"
SA002,1,"PINACEAE","Abies","procera","","","Rehder","","Noble, Red, or White Fir","A. nobilis Hitchcock","Deep forests at middle elevations.","ABAM",F,"ABPR"
SA002,1,"PINACEAE","Larix","decidua X leptolepis","","","","","Dunkeld Larch","","Introduced plantation of F2 progeny in low-elevation clearcut (B131)","TSHE",,"LADE"
SA002,1,"PINACEAE","Picea","engelmannii","","","Parry","","Engelmann, Columbian, White, Mountain or Silver Spruce","P. glauca spp. e.","Generally in swampy places, mostly above 3000 ft.","ABAM, TSME",I,"PIEN"
SA002,1,"PINACEAE","Pinus","contorta","","latifolia","Dougl.","Engelm.","Lodgepole, Black, or Tamarack Pine","P, murrayana, P. c. var. m., P. tenuis","Dry mountain slopes, often along a south-facing ridge.","ABAM, TSME",I,"PICO"
SA002,1,"PINACEAE","Pinus","jeffreyi","","","Murr.","","Jeffrey or Black Pine","P. deflexa, P. ponderosa j.","Planted in clearcut near entrance.","TSHE",,"PIJE"
SA002,1,"PINACEAE","Pinus","lambertiana","","","Dougl.","","Sugar Pine","","Drier sites, generally south-facing.","TSHE",I,"PILA"
SA002,1,"PINACEAE","Pinus","monticola","","","Dougl.","","Western White Pine","","Moist valleys to dry, open slopes; to 6000 ft.","mostly ABAM; TSHE",O,"PIMO"
SA002,1,"PINACEAE","Pinus","ponderosa","","","Dougl.","","Western Yellow, Yellow, Pondosa, Ponderosa, Blackjack, or Bull Pine","P. p. var. scopulorum","Introduced in HJA, mostly where rather dry.","TSHE, TSME",I,"PIPO"
SA002,1,"PINACEAE","Pinus","thunbergiana","","","Parl.","","Japanese Black Pine","","Plantation on low-elevation clearcut (B131).","TSHE",,"PITH"
SA002,1,"PINACEAE","Pseudotsuga","menziesii","","","(Mirbel) Franco.","","Douglas Fir, Oregon Pine","Abies douglasii, P. caesia, P. menziesii var. viridis, P. mucronata, P. taxifolia, P. t.   var. elongata, P. vancouveriensis","Moist to dry areas, lowland to montane.","TSHE to lower ABAM",A,"PSME"
SA002,1,"PINACEAE","Tsuga","heterophylla","","","(Raf.) Sarg.","","Western, Pacific, or Lowland Hemlock","","Common forest tree, especially where moist; lowland up to about 5000 ft. elev.","TSHE to lower ABAM",F,"TSHE"
SA002,1,"PINACEAE","Tsuga","mertensiana","","","(Bong.) Carr.","","Black or Mountain Hemlock","T. hookeriana","Subalpine; mostly (3500) 4000-7000 ft. elev.","ABAM, TSME",F,"TSME"
SA002,1,"PLANTAGINACEAE","Galium","aparine","","echinospermum","L.","(Wallr.) Farw.","Cleavers, Goose-Grass","E. vailantii","Generally open, rather moist woods, to thickets and edges of meadows.","TSHE",F,"GAAP"
SA002,1,"PLANTAGINACEAE","Galium","bifolium","","","Wats.","","Thin-leaf or Low Mountain Bedstraw","","Open forests and edges of meadows; montane.","mainly ABAM",O,"GABI"
SA002,1,"PLANTAGINACEAE","Galium","oreganum","","","Britt.","","Oregon Bedstraw","","Moist woods, often near streams.","TSHE to ABAM",O,"GAOR"
SA002,1,"PLANTAGINACEAE","Galium","trifidum","","pacificum","L.","Wieg.","Small Bedstraw or Cleavers","G. brandegei, G. subbiflorum","Moist ground, marshes and meadows.","TSHE to ABAM",O,"GATR3"
SA002,1,"PLANTAGINACEAE","Galium","triflorum","","","Michx.","","Sweetscented or Fragrant Bedstraw","","Woods, generally fairly open and moist.","TSHE to mid ABAM",F,"GATR"
SA002,1,"PLANTAGINACEAE","Plantago","lanceolata","","","L.","","English or Buckhorn Plantain, Ribwort","","Introduced Weed, of moist to dry disturbed sites.","TSHE",O,"PLLA"
SA002,1,"PLANTAGINACEAE","Plantago","major","","major","L.","","Common or Nippleseed Plantain","","Introduced weed of disturbed sites.","TSHE to lower ABAM",I,"PLMA"
SA002,1,"POLEMONIACEAE","Collomia","heterophylla","","","Hook.","","Varied-Leaf Collumia","","Dry, open places in the forest and in clearcuts, often on gravelly soil.","TSHE",F,"COHE"
SA002,1,"POLEMONIACEAE","Collomia","linearis","","","Nutt.","","Narrow-Leaf Collomia","","Dry, open sites.","ABAM, TSME",I,"COLI2"
SA002,1,"POLEMONIACEAE","Gilia","capillaris","","","Kell.","","Smooth-Leaved Gilia","","Meadows and open or lightly wooded slopes from foothills to middle elevations in the mountains.","TSHE",I,"GICA2"
SA002,1,"POLEMONIACEAE","Gilia","capitata","","capitata","Sims","","Bluefield or Globe Gilia","","Open places at lower elevations.","to upper TSHE and lower ABAM",O,"GICA"
SA002,1,"POLEMONIACEAE","Microsteris","gracilis","","gracilis","(Hook.) Greene","","Microsteris","M. micrantha","Dry to moderately moist, open places; generally in foothills and lowlands. Sometimes in meadows or along streams.","to middle ABAM; TSME",O,"MIGR"
SA002,1,"POLEMONIACEAE","Navarretia","divaricata","","","(Torr.) Greene","","Mountain Navarretia","","Dry, open places form foothills to middle elevations in the mountains.","to upper TSHE and lower ABAM",O,"NADI"
SA002,1,"POLEMONIACEAE","Phlox","adsurgens","","","Torr.","","Periwinkle or Woodland Phlox","","Dry wooded slopes at middle elevations.","to upper TSHE",O,"PHAD"
SA002,1,"POLEMONIACEAE","Phlox","diffusa","","longistylis","Benth.","(Wherry) Peck","Spreading Phlox","","Low growing plant of open, often rocky areas at middle to high elevations in the mountains.","TSHE to ABAM",O,"PHDI"
SA002,1,"POLEMONIACEAE","Polemonium","carneum","","","Gray","","Great or Salmon Polemonium","P. amoenum","Thickets, woodlands, and open rocky places; up to middle elevations in the mountains.","to upper TSHE and lower ABAM",O,"POCA2"
SA002,1,"POLYGONACEAE","Eriogonum","compositum","","compositum","Dougl.","","Northern Buckwheat","E. johnstonii, E. pilicaule","Rocky places, foothills up into mountains.","low to mid ABAM",O,"ERCO5"
SA002,1,"POLYGONACEAE","Eriogonum","umbellatum","","umbellatum","Torr.","","Sulfur Flowered Buckwheat","E. tolmieanum, E. rydbergii","Open, rocky slopes and ridges.","ABAM, TSME",F,"ERUM"
SA002,1,"POLYGONACEAE","Polygonum","douglasii","","douglasii","Greene","","Douglas' Knotweed","","Open, dry to moist sites.","TSHE to lower ABAM",O,"PODO"
SA002,1,"POLYGONACEAE","Polygonum","minimum","","","Wats.","","","","Rarely below 3600 ft. elevation in subalpine slopes.","ABAM",O,"POMI2"
SA002,1,"POLYGONACEAE","Polygonum","phytolaccifolium","","","Meisn.","","Alpine Knotweed, Pokeweed, Fleeceflower","P. polymorphum","Meadows, talus slopes and mountain ridges.","ABAM",O,"POPH"
SA002,1,"POLYGONACEAE","Rumex","acetosella","","","L.","","Sheep, Red, Cow, Mountain, Field or Horse Sorrel, Sour Weed","","European weed, common almost everywhere in semiwaste areas and into the mountains.","TSHE to lower ABAM",F,"RUAC"
SA002,1,"POLYGONACEAE","Rumex","crispus","","","L.","","Curly, Sour or Yellow Dock","","European weed occasional from lowland to lower mountains.","upper TSHE to ABAM",,"RUCR"
SA002,1,"POLYGONACEAE","Rumex","obtusifolius","","","L.","","Bitter, Butter or Broad-Leaved Dock","","Cosmopolitan weed of moist roadsides and wastelands.","TSHE",O,"RUOB"
SA002,1,"POLYGONACEAE","Rumex","occidentalis","","occidentalis","Wats.","","Western Dock","","Moist to swampy areas, lowland to montane.","TSHE",O,"RUOC2"
SA002,1,"POLYPODIACEAE","Adiantum","pedatum","","","L.","","Northern Maidenhair Fern","A. p. var. or ssp. aleuticum","Moist woods, often growing along creek banks; lowland to midmontane.","TSHE",F,"ADPE"
SA002,1,"POLYPODIACEAE","Aspidotis","densa","","","(Brackenr.) Lellinger.","","Podfern","Onychium d., Pellaea d., Allosorus d., Cheilanthes d., Cryptogramma d., Ch. siliquosa","Cliff crevices and moist, rocky slopes; foothills to subalpine.","upper TSHE to ABAM",F,"ASDE"
SA002,1,"POLYPODIACEAE","Athyrium","filix-femina","","","(L.) Roth.","","Lady Fern","A. f. var. sitchense, A. s., A. f. var cyclosorum, A. c., A. c. var. strictum, A. c. f. hillii, A. f. var. or ssp californicum","Moist woods and meadows, often along creeks, and swamps; lowland to montane.","TSHE to ABAM",F,"ATFI"
SA002,1,"POLYPODIACEAE","Blechnum","spicant","","","(L.) Roth.","","Deer Fern","","Moist to wet places, generally in heavy shade; from lowland to midmontane.","TSHE to ABAM",F,"BLSP"
SA002,1,"POLYPODIACEAE","Cheilanthes","gracillima","","","D.C. Eat.","","Lace Lip-fern","","Cliff crevices, often on igneous rock; low montane to subalpine.","mid TSHE to ABAM; TSME",F,"CHGR"
SA002,1,"POLYPODIACEAE","Cryptogramma","crispa","","acrostichoides","(L.) R.Br.","(R. Br.) Clarke","Rock-brake, Parsley-fern","Blechnum c., C. acrostichoides","North Am. variety of open to slightly shaded cliff crevices and talus; midmontane to subalpine.","upper TSHE to ABAM",O,"CRCR"
SA002,1,"POLYPODIACEAE","Cystopteris","fragilis","","","(L.) Bernh.","","Brittle Bladder-fern","","Moist to moderately dry, oten rocky, open places; lowland to subalpine.","TSHE to ABAM; TSME",O,"CYFR"
SA002,1,"POLYPODIACEAE","Dryopteris","austriaca","","","(Jacq.) Woynar","","Mountain Wood Fern, Spreading Wood Fern","D. spinulosa, D. dilatata","Shady, moist or wet woods and streambanks.","TSHE to lower ABAM",O,"DRAU2"
SA002,1,"POLYPODIACEAE","Gymnocarpium","dryopteris","","","(L.) Newm.","","Oak Fern","Lastrea d., D. d., Thelypteris d., Phegopteris d. var. disjunctum, D. linnaeana","Moist woods, streambanks, and wet cliffs.","TSHE",O,"GYDR"
SA002,1,"POLYPODIACEAE","Polypodium","glycyrrhiza","","","D.C. Eat.","","Licorice Fern","P. occidentale, P. vulgare var. o., P. falcatum, P. g. var. f.","Growing on tree trunks and moist banks and rocks, generally in shadier areas.","TSHE",O,"POGL4"
SA002,1,"POLYPODIACEAE","Polypodium","hesperium","","","Maxon","","Western Polypody","","Moist cliffs, ledges, and rock crevices, from lowland to well up in the mountains.","mid TSHE to ABAM",I,"POHE2"
SA002,1,"POLYPODIACEAE","Polystichum","munitum","","imbricans","(Kauf.) Presl.","(D.C. Eat.) Maxon","Imbricate Christmas or Sword Fern","","Open rock crevices and dry coniferous woods.","upper TSHE, but mostly ABAM",I,"POMU"
SA002,1,"POLYPODIACEAE","Polystichum","munitum","","munitum","","(Kaulf.)","Common Christmas or Sword Fern Presl","P. m. var. incisoserratum","Open to deep shade in moist to faily dry woods; from lowland to midmontane.","TSHE to ABAM",A,"POMU"
SA002,1,"POLYPODIACEAE","Pteridium","aquilinum","","pubescens","(L.) Kuhn.","Underw.","Bracken, Brake Fern","","Open spaces in moist to dry woods, and in meadows; lowland to montane.","TSHE, ABAM, TSME",A,"PTAQ"
SA002,1,"POLYPODIACEAE","Thelypteris","nevadensis","","","(Baker) Clute","","Sierra Wood Fern","Dryopteris n., D. oregana, T. o.","Shady, moist woods and springy places; foothills to midmontane.","mid TSHE to ABAM",,"THNE"
SA002,1,"PORTULACACEAE","Claytonia","lanceolata","","lanceolata","Pursh.","","Wetsern or Lanceleaf Springbeauty","","Moist places, foothills to alpine slopes.","mid TSHE to lower ABAM",O,"CLLA"
SA002,1,"PORTULACACEAE","Claytonia","perfoliata","","","Menzies","","(Miner's Lettuce)","Montia perfoliata, C. depressa, C. parviflora","Moist sites, usually shady and cool","TSHE",,"CLPE"
SA002,1,"PORTULACACEAE","Claytonia","sibirica","","","L.","","Candy Tuft; Western Springbeauty","Montia siberica","Cool, moist and shady woods- widespread","TSHE to lower ABAM",,"CLSI"
SA002,1,"PORTULACACEAE","Lewisia","triphylla","","","(Wats.) Robins.","","Threeleaf Lewisia","Erocallis triphylla","Sandy to heavy soil where moist in spring, hills to subalpine ridges.","upper TSHE to ABAM",O,"LETR"
SA002,1,"PORTULACACEAE","Montia","cordifolia","","","(Wats.) Pax & Hoffm.","","Broadleaved Montia","Claytonia c.","Wet, cool, shady creekbanks and boggy places, often montane.","TSHE to ABAM",I,"MOCO"
SA002,1,"PORTULACACEAE","Montia","linearis","","","(Dougl.) Greene","","Narrowleaved Montia, Line-Leaf Indianlettuce","Claytonia l.","Dry or moist sites, lowland to foothills.","TSHE",,"MOLI"
SA002,1,"PORTULACACEAE","Montia","parvifolia","","parvifolia","(Moc.) Greene","","Littleleaf or Small Leaved Montia, Streambank Springbeauty","Claytonia filicaulis, C. rupicola","Moist places.","TSHE to ABAM",F,"MOPA"
SA002,1,"PRIMULACEAE","Dodecatheon","jeffreyi","","","van Houtte","","Tall Mountain Shooting Star","D. crenatum, D. dispar, D. exilifolium, D. tetrandrum, D. viviparum","Wet ground, especially meadows or stream borders.","generally ABAM; TSME",F,"DOJE"
SA002,1,"PRIMULACEAE","Trientalis","latifolia","","","Hook.","","Western or Broad-Leaved Starflower","","Open woods and meadows.","TSHE to ABAM",F,"TRLA2"
SA002,1,"RANUNCULACEAE","Actaea","rubra","","","(Ait.) Willd.","","Western Red Baneberry","A. arguta, A. eburnea, A. neglecta","Moist, semi-open woods.","TSHE to lower ABAM",O,"ACRU"
SA002,1,"RANUNCULACEAE","Anemone","deltoidea","","","Hook.","","Threeleaf, Western White, or Columbia Windflower","","Woods, often with shrubs, dry to moist areas.","TSHE to lower ABAM",F,"ANDE"
SA002,1,"RANUNCULACEAE","Anemone","lyallii","","","Britt.","","Lyall's Anemone","","Open meadows and forest openings to subalpine ridges.","TSHE to ABAM",F,"ANLY2"
SA002,1,"RANUNCULACEAE","Anemone","oregana","","oregana","Gray","","Oregon Anemone","A. cyanea","Moist woods to open hillsides.","mid TSHE to ABAM; TSME",F,"ANOR"
SA002,1,"RANUNCULACEAE","Aquilegia","formosa","","","Fisch.","","Red or Sitka Columbine","A. columbiana, A. truncata, A. wawawensis","Woods and moist meadows to midmontane.","TSHE to mid ABAM",F,"AQFO"
SA002,1,"RANUNCULACEAE","Coptis","laciniata","","","Gray","","Cutleaf or Oregon Goldthread","","Moist, shady woods.","TSHE",O,"COLA"
SA002,1,"RANUNCULACEAE","Delphinium","menziesii","","pyramidale","DC.","(Ewan) Hitchc.","Menzies' larkspur","","Mountain meadows.","lower ABAM on up",F,"DEME"
SA002,1,"RANUNCULACEAE","Delphinium","nuttallianum","","nuttallianum","Pritz.","","Upland Larkspur","D. bicolor var. mccallae, D. b. f. helleri, D. b. var. nelsonii, D. n., D. helleri, D. lineapetalum f. viscidum, D. n. vars. levicaule and pilosum","Mountain valleys and slopes.","lower ABAM",,"DENU3"
SA002,1,"RANUNCULACEAE","Delphinium","trolliifolium","","","Gray","","Poison or Columbia Larkspur","","Wet places, moist shady woods and streambanks.","TSHE",I,"DETR"
SA002,1,"RANUNCULACEAE","Ranunculus","occidentalis","","occidentalis","Nutt.","","Western Buttercup","R. tenuipes","Open meadows.","upper TSHE to ABAM",O,"RAOC"
SA002,1,"RANUNCULACEAE","Ranunculus","uncinatus","","parviflorus","D. Don","(Torr.) Benson","Little Buttercup","R. bongardii","Moist areas, often in shade.","TSHE to lower ABAM",O,"RAUN2"
SA002,1,"RANUNCULACEAE","Thalictrum","occidentale","","","Gray","","Western Meadowrue","T. megacarpum, T. propinquum, T. rainierense","Meadows and semi-open places in the woods.","TSHE to lower ABAM",F,"THOC"
SA002,1,"RANUNCULACEAE","Trautvetteria","caroliniensis","","occidentalis","(Walt.) Vail","(Gray) Hitchc.","False Bugbane","","Moist woods and stream borders.","lower TSHE",I,"TRCA3"
SA002,1,"RHAMNACEAE","Ceanothus","integerrimus","","","H. & A.","","Deerbruch","C. macrothyrsus, C. peduncularis","Open slopes and ridges, clearcuts.","TSHE to lower ABAM",O,"CEIN"
